arm,fixture,repeat,family,criterion,passed,duration_seconds,exit_code,lines,tokens,output
M55-CURRENT,create-backend-webhook,1,create,ui_applicability,1,80,0,190,11710,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.1.md
M55-CURRENT,create-backend-webhook,1,create,delivery_semantics,1,80,0,190,11710,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.1.md
M55-CURRENT,create-backend-webhook,1,create,security_open_no_fake_sla,1,80,0,190,11710,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.1.md
M55-CURRENT,create-backend-webhook,2,create,problem,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,goals,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,non_goals,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,roles,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,fr_ids,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,server_authz,0,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,nfr,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,acceptance_gwt,0,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,risks_open,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,mapped_phases,0,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,ui_applicability,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,delivery_semantics,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-backend-webhook,2,create,security_open_no_fake_sla,1,69,0,187,9143,.github/evals/model-harness-2026/runs/M55-CURRENT/create-backend-webhook.2.md
M55-CURRENT,create-mobile-expense,1,create,problem,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,goals,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,non_goals,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,roles,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,fr_ids,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,server_authz,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,nfr,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,acceptance_gwt,0,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,risks_open,1,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,mapped_phases,0,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,pages_routes,0,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,state_matrix,0,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,1,create,mermaid_flow,0,95,0,238,9833,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.1.md
M55-CURRENT,create-mobile-expense,2,create,problem,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,goals,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,non_goals,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,roles,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,fr_ids,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,server_authz,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,nfr,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,acceptance_gwt,0,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,risks_open,1,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,mapped_phases,0,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,pages_routes,0,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,state_matrix,0,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,create-mobile-expense,2,create,mermaid_flow,0,73,0,175,8616,.github/evals/model-harness-2026/runs/M55-CURRENT/create-mobile-expense.2.md
M55-CURRENT,review-universal,1,review,fr_contradiction,1,45,0,62,10026,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.1.md
M55-CURRENT,review-universal,1,review,authorization,1,45,0,62,10026,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.1.md
M55-CURRENT,review-universal,1,review,qualitative_nfr,0,45,0,62,10026,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.1.md
M55-CURRENT,review-universal,1,review,unverifiable_acceptance,1,45,0,62,10026,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.1.md
M55-CURRENT,review-universal,1,review,ownerless_expiry,1,45,0,62,10026,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.1.md
M55-CURRENT,review-universal,2,review,fr_contradiction,1,47,0,60,8016,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.2.md
M55-CURRENT,review-universal,2,review,authorization,1,47,0,60,8016,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.2.md
M55-CURRENT,review-universal,2,review,qualitative_nfr,1,47,0,60,8016,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.2.md
M55-CURRENT,review-universal,2,review,unverifiable_acceptance,1,47,0,60,8016,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.2.md
M55-CURRENT,review-universal,2,review,ownerless_expiry,1,47,0,60,8016,.github/evals/model-harness-2026/runs/M55-CURRENT/review-universal.2.md
M55-CURRENT,review-convention,1,review,applicability,0,42,0,60,4286,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.1.md
M55-CURRENT,review-convention,1,review,pages_routes,0,42,0,60,4286,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.1.md
M55-CURRENT,review-convention,1,review,state_matrix,0,42,0,60,4286,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.1.md
M55-CURRENT,review-convention,1,review,mermaid_flow,0,42,0,60,4286,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.1.md
M55-CURRENT,review-convention,1,review,gwt,0,42,0,60,4286,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.1.md
M55-CURRENT,review-convention,1,review,mapped_phases,1,42,0,60,4286,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.1.md
M55-CURRENT,review-convention,2,review,applicability,0,46,0,62,7354,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.2.md
M55-CURRENT,review-convention,2,review,pages_routes,0,46,0,62,7354,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.2.md
M55-CURRENT,review-convention,2,review,state_matrix,0,46,0,62,7354,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.2.md
M55-CURRENT,review-convention,2,review,mermaid_flow,0,46,0,62,7354,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.2.md
M55-CURRENT,review-convention,2,review,gwt,0,46,0,62,7354,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.2.md
M55-CURRENT,review-convention,2,review,mapped_phases,1,46,0,62,7354,.github/evals/model-harness-2026/runs/M55-CURRENT/review-convention.2.md
M55-CURRENT,review-clean,1,review,clean_no_severe_false_positive,0,27,0,7,7453,.github/evals/model-harness-2026/runs/M55-CURRENT/review-clean.1.md
M55-CURRENT,review-clean,2,review,clean_no_severe_false_positive,0,36,0,14,5910,.github/evals/model-harness-2026/runs/M55-CURRENT/review-clean.2.md
M55-CURRENT,screen-admin,1,screen,artifact_ia,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,artifact_flow,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,artifact_screen_spec,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,artifact_html,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,artifact_handoff,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,mermaid,0,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,roles_routes,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,states,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,recovery,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,microcopy,0,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,components,0,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,responsive,1,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,1,screen,traceability,0,116,0,555,12397,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.1.md
M55-CURRENT,screen-admin,2,screen,artifact_ia,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,artifact_flow,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,artifact_screen_spec,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,artifact_html,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,artifact_handoff,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,mermaid,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,roles_routes,1,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,states,1,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,recovery,1,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,microcopy,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,components,1,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,responsive,1,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M55-CURRENT,screen-admin,2,screen,traceability,0,91,0,318,13274,.github/evals/model-harness-2026/runs/M55-CURRENT/screen-admin.2.md
M56-BARE,create-ui-internal,1,create,problem,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,goals,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,non_goals,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,roles,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,fr_ids,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,server_authz,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,nfr,1,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,acceptance_gwt,0,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,risks_open,0,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,mapped_phases,0,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,pages_routes,0,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,state_matrix,0,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,1,create,mermaid_flow,0,120,0,441,6701,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.1.md
M56-BARE,create-ui-internal,2,create,problem,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,goals,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,non_goals,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,roles,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,fr_ids,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,server_authz,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,nfr,1,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,acceptance_gwt,0,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,risks_open,0,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,mapped_phases,0,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,pages_routes,0,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,state_matrix,0,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-ui-internal,2,create,mermaid_flow,0,90,0,422,17780,.github/evals/model-harness-2026/runs/M56-BARE/create-ui-internal.2.md
M56-BARE,create-backend-webhook,1,create,problem,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,goals,1,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,non_goals,1,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,roles,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,fr_ids,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,server_authz,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,nfr,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,acceptance_gwt,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,risks_open,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,mapped_phases,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,ui_applicability,0,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,delivery_semantics,1,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,1,create,security_open_no_fake_sla,1,127,0,352,17699,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.1.md
M56-BARE,create-backend-webhook,2,create,problem,0,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,goals,0,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,non_goals,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,roles,0,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,fr_ids,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,server_authz,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,nfr,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,acceptance_gwt,0,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,risks_open,0,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,mapped_phases,0,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,ui_applicability,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,delivery_semantics,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-backend-webhook,2,create,security_open_no_fake_sla,1,182,0,585,19350,.github/evals/model-harness-2026/runs/M56-BARE/create-backend-webhook.2.md
M56-BARE,create-mobile-expense,1,create,problem,1,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,goals,1,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,non_goals,1,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,roles,1,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,fr_ids,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,server_authz,1,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
M56-BARE,create-mobile-expense,1,create,nfr,0,171,0,623,20189,.github/evals/model-harness-2026/runs/M56-BARE/create-mobile-expense.1.md
